mean_x,std_x,mean_y,std_y,mean_z,std_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,Activity,window_size,extra_cols,classifier,accuracy
-9.4415027632,1.6304457474075342,-1.53144949378194,1.5727336404091534,3.34635410236742,1.7165547434250945,-9.268725,-1.6441809,3.612887,9.581248758003966,2.195183057441813,3.760936846798475,1.0,,,,
-9.44133678996,1.8756254069790703,-1.58155485888685,1.785969210610446,3.30318160047915,1.88765957930657,-9.243578,-1.6896863,3.6871326,9.62584079697756,2.3855820658525047,3.80450619306788,1.0,,,,
-9.2730906182445,2.2719776329007644,-1.7646494317301795,2.072141960000926,3.3390672563821497,2.070175823409178,-9.216035,-1.7304016,3.737428,9.547360471804526,2.721720029558905,3.928740012074009,1.0,,,,
-7.533042240599799,6.138335294769045,-3.5872586969251,3.762304284727785,2.83175936413439,3.447461199224445,-8.26641,-2.9051588,2.44711125,9.717298265962008,5.198399608489695,4.4613730864522925,1.0,,,,
-3.3377123903478103,7.912960650973826,-3.3422595775957102,3.672494251704817,-1.15533395160047,3.2165648513416856,-7.13057185,-2.9446764,-1.4585669,8.58808885984195,4.965673480287964,3.4177603752468544,1.0,,,,
-4.04214116058429,8.069497581399142,-3.153937395588,3.1842667528842514,-1.23788620391824,2.840003007199612,-8.0556485,-2.6417065,-1.4585669,9.025280958413225,4.481838445193271,3.0980605763532045,1.0,,,,
-4.75747326047179,8.00066113655305,-2.8369069815177,2.8993356198195066,-1.02662188990334,2.5277227038205403,-8.53585,-2.2309606,-1.3106744,9.308282894608135,4.056376247112444,2.7282475276701947,1.0,,,,
-5.078925118572791,7.961784011513758,-2.6992151530499005,2.658822961687574,-0.8482943634077,2.1693508932283705,-8.7124825,-2.0525317,-1.14781315,9.443806701011288,3.788812740694804,2.329310332467532,1.0,,,,
-6.673602051558789,6.975818349272304,-2.4864329950961,2.5848978960740294,-1.05616541319101,2.0776228664572107,-9.051976,-1.8693128,-1.29510685,9.653963226810731,3.5866483201215176,2.330665603480434,1.0,,,,
-8.09045860287061,5.416847717854754,-2.3175405284973,2.6185858233831087,-1.32215364726999,2.0078503176442792,-9.2465715,-1.74656805,-1.50946105,9.736414103929192,3.496853702351664,2.404070124820316,1.0,,,,
-8.57103591483461,4.701604482752704,-2.25674702909208,2.525363630799508,-1.4179181435277397,1.8709516352795283,-9.3052495,-1.68789,-1.5735278,9.775875478218056,3.386793265181801,2.347541668064764,1.0,,,,
-8.67859875733729,4.718651741661337,-2.1240443849053494,2.4559938043407965,-1.35501439238251,1.913914794126663,-9.38668075,-1.6238233,-1.56993525,9.87844879775868,3.2470710056924106,2.3450232072925523,1.0,,,,
-8.85833299565729,4.801027641858286,-2.13716023147699,2.471539060679196,-1.29641772490308,1.9654984987595263,-9.491463,-1.6322058,-1.4861096,10.075709894584996,3.2674086342956525,2.354545235511272,1.0,,,,
-8.78299346525429,5.163534458521146,-2.2059534557101497,2.5389349252846074,-1.20490235205499,2.072307998771159,-9.616602,-1.6729212,-1.4208453,10.188378787375097,3.363394297965897,2.397133730053159,1.0,,,,
-8.70544884121132,5.175132856883807,-2.08504891814865,2.4000169208951023,-1.10226570627166,2.0204010563965675,-9.56451,-1.6190332,-1.3735437,10.127528800914163,3.17923107239088,2.3015234337088395,1.0,,,,
-8.58796547204132,5.133884014087143,-2.04743286106728,2.357479924976466,-1.0816467430581298,1.9863954035627545,-9.3944645,-1.5843054,-1.3891113,10.005494291591663,3.12244982621742,2.2617971562594863,1.0,,,,
-8.56927701441132,5.1390709743148655,-2.0580889021428805,2.3513740917020467,-1.16400727338643,1.979913216185359,-9.360934,-1.6142431,-1.4609619,9.992124850539236,3.124850404139582,2.296730126967895,1.0,,,,
-8.55094828825132,5.140484474387832,-2.03604274740102,2.357664443799863,-1.2549707144905202,1.9794080011580963,-9.33039775,-1.5938855,-1.5711328,9.977138731107758,3.115132693610725,2.3437166060079737,1.0,,,,
-8.07834890281447,5.637245695371704,-2.0691292245340898,2.586410514890769,-1.22904726276318,2.0820529272497024,-9.168135,-1.5878979,-1.5968793,9.850799968814236,3.312222078810323,2.4177472088650456,1.0,,,,
-8.48815902118265,5.315690340358499,-1.92308272985351,2.373398282436311,-1.25486102296231,2.005439626503553,-9.396859,-1.5304174,-1.6124469,10.015258726736173,3.054712194779152,2.365684738611788,1.0,,,,
-8.23890167502665,5.864664173541879,-1.9815989256685904,2.497132512448309,-1.18146744604142,2.1608701772495937,-9.456735,-1.5531702,-1.5747254,10.113050315269998,3.187852739217625,2.462767802490183,1.0,,,,
-8.702157967457149,5.508817767919782,-1.97997677930592,2.4002799145369447,-1.30370792543825,2.0351981413569216,-9.616602,-1.5507752,-1.595083,10.299253686103992,3.1115352665075364,2.416957970142049,1.0,,,,
-8.561828145367148,5.420718539612162,-1.92953527233335,2.3620964813138428,-1.3619633027780902,1.98143643367635,-9.474098,-1.5304174,-1.6753162,10.13356258561105,3.0500174022804805,2.404378168844131,1.0,,,,
-7.989972686083151,5.943843096427177,-2.02975091197117,2.5642600075808075,-1.39966174807368,2.0125190754469617,-9.21364,-1.5962806,-1.7184265,9.958360019566465,3.2703697269767718,2.4513845145261413,1.0,,,,
-8.109391594088148,5.900465984343028,-2.04155021537945,2.5275186698509957,-1.4755332122302602,1.9889047148345524,-9.210048,-1.6142431,-1.7794995,10.028844941400614,3.2490426141189994,2.4764773823085204,1.0,,,,
-8.17154163193815,5.937394295207056,-2.04528057793431,2.5751956477770235,-1.48560115597079,2.0085857573891155,-9.31483,-1.6202307,-1.7848883,10.100828860012216,3.28858712318908,2.4982849195814625,1.0,,,,
-7.767204254685749,6.5345816736053655,-2.1939741677761098,2.830207733238429,-1.39436312621555,2.174945824821001,-9.277707,-1.6890875,-1.7459693,10.150380267902651,3.581005230679157,2.583532052956941,1.0,,,,
-7.853253952572749,6.851138878054421,-2.2675385099945697,2.9344785870079004,-1.38443660832089,2.269086898910506,-9.436377,-1.7627344,-1.7555493,10.42169379563554,3.7084896483496186,2.6580857919311685,1.0,,,,
-7.459927199968,7.017497876726647,-2.5962972122878005,3.1054746137231697,-1.43005622160675,2.2990953900826727,-9.253158,-1.99924255,-1.7537531,10.241864589940906,4.047805799567523,2.7075635559771394,1.0,,,,
-6.433791857323,7.8239208135429426,-2.7054265173873,3.1470662725745697,-1.18343016365755,2.5489249643741085,-8.8370235,-2.13995,-1.6429834,10.129531803590243,4.150103464367938,2.81025362312089,1.0,,,,
-6.306576085259,7.693075405449781,-2.8106664300914,3.191901550131996,-1.14757528334329,2.6872114325831777,-8.668774,-2.1824616,-1.6908838,9.947678679626572,4.253008498342999,2.9219914979934773,1.0,,,,
-6.188110156209,7.592541548874414,-2.7410458466505703,3.160954211742797,-1.09705246645522,2.6464836491329606,-8.637039000000001,-2.0501368,-1.6483721999999998,9.794865720200624,4.183893385612839,2.8648559857842057,1.0,,,,
-6.014179527237,7.6991092814424436,-2.76866030186434,3.22168270514646,-1.09490533110732,2.7054379767496624,-8.58375,-2.11899355,-1.6836988,9.769679580898742,4.247907640210572,2.918597664997102,1.0,,,,
-6.4538016486129,7.297231723564311,-2.86986364919061,3.2253066919,-1.15628225728489,2.657450420638919,-8.731643,-2.1770728,-1.6783099,9.741721949790598,4.3172584613109,2.8981082444701416,1.0,,,,
