@relation tmpv34f85xp

@attribute 146417812 numeric
@attribute -0.0371228 numeric
@attribute -6.4102697 numeric
@attribute 7.4556956 numeric

@data
146430776,-3.065625,-9.964479,-9.370514
146430786,-2.548301,-5.551655,-2.876418
146430796,-3.163821,-7.408993,-11.394305
146430806,-3.325484,-7.197034,-12.53194
146430816,-1.427432,-6.70845,9.285491
146430826,-3.785328,-3.242856,-2.469265
146430836,-6.139633,-15.501764,-12.048145
146430846,-4.138594,-11.384726,-0.091011
146430856,-2.329156,-8.964558,-2.597399
146430866,-1.7795,-8.077204,-7.283255
146430876,-1.937571,-5.410349,-4.89063
146430886,-3.192561,-6.720425,-7.224577
146430896,-3.758983,-6.636599,-6.665339
146430906,-3.787723,-4.388873,-5.234315
146430916,-3.68354,-0.160466,-6.011499
146430926,-3.429668,-2.1639,-7.786209
146430936,-3.227289,-7.585027,-4.653523
146430946,-1.556763,-10.764416,-4.34217
146430956,-0.61552,-9.011261,-3.998485
146430965,-1.360371,-7.30002,-5.425917
146430975,-2.468068,-6.094127,-6.213878
146430985,-3.935017,-6.254593,-5.726492
146430995,-5.234315,-7.796986,-5.388794
146431005,-5.471422,-9.681867,-6.580316
146431015,-4.591252,-9.988429,-4.479884
146431025,-5.373226,-4.84273,-6.531218
146431035,-4.781656,-4.405638,-7.672445
146431045,-2.772235,-4.615202,-7.541916
146431055,-1.504072,-5.605543,-6.157595
146431065,-1.186732,-6.273754,-4.357738
146431075,-1.481319,-7.004235,-2.589016
146431085,-1.795067,-6.886878,-3.373385
146431107,-2.689607,-6.891669,-4.865482
146431117,-3.974535,-7.077283,-5.403164
146431127,-4.712201,-6.951544,-5.375621
146431137,-4.679868,-6.42943,-5.719307
146431147,-4.467909,-5.750442,-5.646258
146431157,-4.684658,-5.409152,-5.750442
146431167,-4.788842,-6.019882,-5.874983
146431177,-4.831952,-7.018605,-5.766009
146431187,-4.847519,-8.146659,-7.29044
146431197,-5.368436,-8.992101,-8.836425
146431207,-6.489306,-8.292755,-7.796986
146431217,-7.36708,-4.309838,-7.031777
146431227,-6.829398,-0.01916,-8.465197
146431237,-4.176914,-0.570015,-6.553971
146431247,-2.77942,-5.788762,-5.283413
146431257,-1.614243,-11.369158,-2.854863
146431267,-0.686173,-12.027788,0.704136
146431277,-1.032253,-10.073452,-0.185614
146431287,-1.399889,-8.242459,-0.747246
146431297,-0.086221,-8.501121,-1.825005
146431307,0.955613,-9.741742,-1.526825
146431317,1.2502,-11.039843,-0.753234
146431327,0.790356,-11.369158,-0.817899
146431337,0.017963,-10.488988,-1.403482
146431347,-0.829874,-8.903485,-1.093326
146431357,-0.965193,-7.731123,-0.758024
146431367,-0.998723,-7.779024,-0.5772
146431377,-1.711242,-8.865165,-0.507744
146431387,-2.671644,-10.067465,0.813109
146431397,-3.04407,-10.962005,-2.060914
146431407,-2.506388,-12.364288,-1.166375
146431417,-2.18785,-9.841135,0.876577
146431427,-2.489623,-7.387438,0.071851
146431437,-2.974614,-5.831873,-0.016765
146431446,-2.753075,-5.49178,-0.758024
146431456,-3.179388,-7.598199,-1.544788
146431466,-3.544629,-8.087981,-0.258662
146431476,-4.827162,-7.319179,-1.981879
146431486,-5.133724,-8.717871,-5.536087
146431496,-4.404441,-8.173004,-4.972061
146431506,-3.123105,-8.406519,-6.952742
146431516,-2.689607,-8.147857,-8.086783
146431526,-5.642666,-7.316785,-8.389753
146431536,-8.747808,-8.52627,-8.82445
146431546,-9.368119,-7.762258,-9.062754
146431556,-9.18011,-7.769444,-9.517808
146431566,-7.860454,-6.330037,-7.593409
146431576,-5.507348,-5.82349,-6.500083
146431586,-3.051255,-7.05932,-4.137396
146431596,-1.965113,-8.890312,-2.49082
146431606,-1.807042,-9.668694,-1.664539
146431616,-2.450105,-7.846084,-0.469424
146431626,-3.519481,-6.576724,-2.525548
146431636,-5.567223,-5.564828,-3.525469
146431646,-5.200785,-7.005432,-2.415377
146431656,-4.26074,-7.94428,-0.627495
146431666,-3.354225,-8.407716,-0.958008
146431676,-2.347119,-7.431745,-1.639391
146431686,-2.532733,-6.854546,-0.887355
146431696,-2.660867,-7.169491,0.499362
146431706,-2.917134,-6.740782,2.545906
146431716,-1.699266,-7.883207,2.565066
146431726,0.348475,-8.259225,3.299139
146431736,2.511178,-8.874744,4.04878
146431746,3.620072,-8.856782,4.736151
146431756,3.081193,-10.083033,3.797303
146431766,1.037044,-12.334351,2.901566
146431776,-1.747167,-13.559403,3.676355
146431786,-3.454816,-11.845767,4.145779
146431796,-3.870352,-9.065149,2.657274
146431806,-3.794909,-7.185059,0.645458
146431816,-4.272715,-7.271279,-0.953218
146431826,-4.296665,-9.283095,-1.472937
146431836,-4.272715,-11.128458,-0.544867
146431846,-4.441564,-11.142828,1.781895
146431855,-4.700226,-10.603949,0.857417
146431865,-4.92416,-8.592133,0.383203
146431875,-5.121749,-7.382648,-0.377216
146431885,-4.964876,-7.36708,-0.435894
146431895,-4.288282,-8.246052,-0.62989
146431905,-3.598517,-8.630453,-1.402284
146431915,-2.918331,-9.263935,-2.053729
146431925,-1.907633,-9.53577,-2.39502
146431935,-1.682501,-9.547746,-2.645299
146431945,-2.277664,-9.432784,-1.850153
146431955,-3.289559,-9.684261,0.031135
146431965,-3.727848,-9.45434,-0.738864
146431982,-3.299139,-8.642428,-3.118316
146431992,-3.0297,-7.729926,-3.129093
146432002,-3.299139,-7.053332,-2.341132
146432012,-3.412903,-6.525231,-4.205654
146432022,-3.854784,-7.886799,-2.811753
146432032,-4.319418,-8.735834,-1.739982
146432042,-4.863087,-9.1849,-1.234633
146432052,-4.267925,-9.499845,-2.129172
146432062,-4.187692,-8.8484,-2.538721
146432072,-4.220025,-8.532257,-2.17348
146432082,-3.730243,-8.175399,-0.764011
146432092,-3.39015,-6.795868,1.688489
146432102,-3.275189,-5.661826,3.012935
146432112,-3.768563,-5.956414,3.176993
146432122,-3.806884,-6.956334,4.014053
146432132,-3.781736,-8.28557,4.931345
146432142,-4.283493,-9.837543,6.017487
146432152,-4.769681,-10.039922,6.968309
146432162,-4.707411,-8.635242,7.024592
146432172,-4.178112,-7.209009,5.209168
146432182,-3.816464,-7.508386,3.524271
146432192,-4.699028,-8.838819,6.039041
146432202,-5.071454,-9.592053,7.163504
146432212,-3.879932,-9.18011,5.398374
146432222,-2.890789,-6.76114,4.215234
146432232,-2.860851,-5.641469,2.301614
146432242,-3.363805,-10.021959,-0.476609
146432252,-3.951782,-8.410111,4.099076
146432262,-4.269122,-6.787485,4.86668
146432272,-4.129014,-7.288044,4.205654
146432282,-3.543431,-9.431587,5.127737
146432292,-2.657274,-10.817105,6.838978
146432302,-1.652564,-9.990824,7.446116
146432312,-1.634601,-8.103549,7.829319
146432321,-2.7411,-6.993457,7.183861
146432331,-3.98651,-7.532336,6.871311
146432341,-3.866759,-8.450827,5.758824
146432351,-2.589016,-8.807684,5.112169
146432361,-2.148333,-6.885681,4.247567
146432371,-2.872826,-4.871469,4.277505
146432381,-3.495531,-4.053571,4.150569
146432391,-3.826044,-4.091891,4.293073
146432401,-4.570895,-4.990023,5.160069
146432411,-5.215155,-5.598358,7.448511
146432421,-6.013894,-5.722899,8.766969
146432431,-6.758745,-6.229446,8.788525
146432441,-7.406598,-8.134684,8.914263
146432451,-7.289242,-9.775272,9.152567
146432461,-5.5301,-10.46384,9.202863
146432471,-3.253634,-10.086625,9.950109
146432481,-1.85614,-9.413624,6.403085
146432491,-3.269202,-4.187692,4.646338
146432501,-4.684658,-0.756826,6.568341
146432511,-3.582949,-0.343685,3.204536
146432521,-2.948269,-2.742297,3.599714
146432531,-3.858376,-5.17923,5.093009
146432541,-5.382806,-6.199508,7.115603
146432551,-5.23192,-5.886958,6.413862
146432561,-5.728887,-5.53968,6.243816
146432571,-6.298902,-5.126539,5.479805
146432581,-5.754035,-4.972061,5.314548
146432591,-4.948111,-4.536167,6.513256
146432601,-4.319418,-4.837939,7.500004
146432611,-3.769761,-5.330116,6.975494
146432621,-6.503675,-7.023395,9.716595
146432631,-5.86181,-10.867401,9.541758
146432641,-3.818859,-10.42552,9.598041
146432651,-3.180586,-7.28086,9.954899
146432661,-3.927832,-0.784369,8.572972
146432671,-3.620072,4.655918,10.075848
146432681,-2.603386,4.385281,8.861572
146432691,-1.833387,1.28852,9.575288
146432701,-1.18793,-1.920806,10.350077
146432711,-0.305365,-2.574646,10.603949
146432720,-1.076561,-2.46687,9.713001
146432730,-3.653602,-3.040477,9.370514
146432740,-5.664221,-3.597319,9.170529
146432750,-5.938451,-4.167334,9.103469
146432760,-5.043911,-4.425996,8.486752
146432770,-3.558999,-4.30385,8.219708
146432780,-2.378254,-4.470304,9.041199
146432790,-2.240541,-4.635561,8.674761
146432800,-2.720742,-5.122947,8.838819
146432810,-2.644102,-7.005432,9.178912
146432820,-2.598596,-6.180348,10.663824
146432830,-1.785487,-5.397177,9.784852
146432840,-1.57233,-6.114485,9.303453
146432850,-3.835624,-6.444998,9.345367
146432860,-4.058361,-6.42943,9.042397
146432870,-1.610651,-5.519322,7.254514
146432880,-1.031056,-3.464396,7.243737
146432890,-2.973417,-0.076641,8.887918
146432900,-6.046227,1.850153,9.571695
146432910,-6.904841,0.543669,6.79946
146432920,-5.791157,-3.032095,2.641707
146432930,-5.324129,-6.635402,5.647456
146432940,-4.628375,-9.308244,5.775589
146432950,-4.388873,-10.806328,5.855823
146432960,-5.55884,-10.362052,5.284611
146432970,-6.018684,-8.454419,4.184099
146432980,-6.261778,-7.842492,4.28469
146432990,-6.479725,-6.547983,3.744613
146433000,-5.469027,-4.240382,4.736151
146433010,-2.999762,-2.597399,5.55884
146433020,-1.347198,-1.52922,5.660629
146433030,-2.203418,-0.125739,8.613687
146433040,-2.646497,-0.578397,9.818382
146433050,-4.429589,-0.432301,12.5032
146433060,-4.357738,1.351989,11.247012
146433070,-3.682342,2.009421,10.381212
146433080,-3.445235,0.280217,9.629176
146433090,-4.515809,-2.191443,10.562036
146433100,-5.47741,-3.500321,11.56076
146433109,-5.737269,-3.208129,11.11289
146433119,-5.604346,-2.295626,9.708212
146433129,-5.168452,-1.87051,8.709489
146433139,-4.798422,-2.009421,8.378976
146433149,-4.949308,-2.835703,8.545429
146433159,-5.2415,-3.238066,8.777746
146433169,-5.382806,-3.271597,8.695118
146433179,-5.521718,-3.239264,8.388556
146433189,-5.370832,-3.208129,8.211325
146433199,-5.407954,-3.041675,8.108338
146433209,-5.21276,-2.908751,8.181387
146433219,-4.816384,-2.622546,8.278385
146433229,-4.634363,-2.703977,8.177794
146433239,-4.521797,-3.099155,8.004155
146433249,-4.819977,-3.284769,8.028106
146433259,-5.158872,-2.723137,7.715555
146433269,-5.611531,-2.277664,6.991062
146433279,-5.912106,-2.229763,6.267766
146433289,-6.286926,-1.844165,6.12167
146433299,-6.245013,-2.027384,6.18394
146433309,-6.47733,-2.323169,6.403085
146433319,-6.449788,-2.684817,5.744454
146433329,-6.138435,-3.262017,5.876181
146433339,-4.798422,-5.033133,6.037844
146433349,-3.675158,-7.484436,5.640271
146433359,-2.894381,-9.18969,6.058202
146433369,-1.951941,-9.938133,6.300099
146433379,-0.632285,-10.623109,6.374344
146433389,-0.329315,-10.819501,8.523874
146433399,0.277822,-8.2712,6.181545
146433409,-0.451461,-5.922884,7.41498
146433419,-1.656156,-4.88584,7.104825
146433440,-2.574646,-5.243895,5.868995
146433450,-2.939887,-5.706134,4.255949
146433460,-3.703898,-6.355185,2.663262
146433470,-3.966152,-8.041278,1.457369
146433480,-4.036806,-9.46871,3.760181
146433490,-3.008145,-10.520124,4.725374
146433500,-3.09676,-11.383528,6.379135
146433510,-3.09197,-13.618081,5.16486
146433520,-2.941084,-13.333074,5.059479
146433530,-3.108735,-12.046948,4.409231
146433540,-2.923122,-11.122471,2.80816
146433550,-2.799778,-10.517728,1.662144
146433560,-3.090773,-9.905801,1.222657
146433570,-3.279979,-9.055569,1.760339
146433580,-3.180586,-7.911947,1.325643
146433590,-3.804488,-11.581117,-2.902764
146433600,-0.784369,-15.742463,-1.416654
146433610,0.413141,-12.698394,4.540957
146433620,-2.853666,-10.13213,5.998326
146433630,-4.864285,-5.663024,4.91458
146433640,-7.249724,-3.07281,0.285007
146433650,-7.683223,-3.232079,-1.936373
146433660,-6.452183,-3.045267,-1.687291
146433670,-6.010302,-5.339696,-2.689607
146433680,-4.906198,-8.440049,-2.76505
146433690,-3.911067,-10.18482,-1.760339
146433700,-3.863167,-10.084229,-1.972299
146433710,-3.763773,-9.733359,-2.888394
146433720,-3.379373,-8.417296,-3.305127
146433730,-3.416495,-7.7419,-3.429668
146433740,-3.699108,-6.874904,-3.151846
146433750,-4.252357,-6.811436,-3.36141
146433760,-3.97214,-7.404203,-2.990182
146433770,-3.088378,-8.225695,-3.06802
146433780,-2.020199,-9.438772,-3.64522
146433790,-1.402284,-9.334589,-3.064427
146433800,-1.177152,-8.941806,-2.870431
146433810,-1.690884,-8.007748,-3.026107
146433820,-3.095563,-7.155121,-3.03928
146433830,-3.930227,-6.296506,-3.160228
146433843,-4.429589,-5.853428,-3.343447
146433853,-4.927753,-5.851033,-3.047662
146433863,-5.449867,-7.252119,-2.753075
146433873,-5.25587,-9.111852,-2.240541
146433883,-4.515809,-10.655442,-2.19743
146433893,-3.535049,-10.850636,-1.992656
146433903,-2.854863,-10.298584,-2.47645
146433913,-2.706372,-9.123827,-3.319497
146433923,-2.949467,-8.216114,-3.681145
146433933,-3.185376,-7.874824,-3.826044
146433943,-3.289559,-7.868837,-3.605702
146433953,-3.202141,-7.975415,-3.313509
146433963,-2.932701,-8.337063,-3.108735
146433973,-2.615361,-8.495134,-2.920726
146433983,-2.289639,-8.325088,-3.1255
146433992,-2.235751,-8.150251,-3.515889
146434002,-2.362687,-8.103549,-3.690725
146434012,-2.319577,-7.999365,-3.818859
146434022,-2.19743,-7.907157,-3.966152
146434032,-2.20222,-7.943082,-4.023633
146434042,-2.268084,-8.002957,-4.234395
146434052,-2.362687,-7.990983,-4.223617
146434062,-2.502795,-7.307205,-4.187692
146434072,-2.76505,-8.443642,-4.89542
146434082,-2.650089,-8.572972,-4.160149
146434092,-2.955454,-8.504714,-4.06315
146434102,-2.997367,-8.064031,-3.9913
146434112,-2.785408,-7.461683,-4.175716
146434122,-2.917134,-7.284452,-4.291875
146434132,-3.052452,-7.247329,-4.123026
146434142,-3.09676,-7.262897,-4.115841
146434152,-3.10634,-7.171886,-4.33738
146434162,-3.041675,-7.320377,-4.217629
146434172,-3.253634,-7.759863,-4.363726
146434182,-3.174599,-8.092771,-4.367318
146434192,-3.000959,-7.99697,-4.336183
146434202,-2.885998,-7.765851,-4.463119
146434212,-2.880011,-7.440128,-4.449946
146434222,-2.968627,-7.211404,-4.169729
146434232,-3.175796,-7.071295,-4.234395
146434242,-3.343447,-7.121591,-4.394861
146434252,-3.566184,-7.340735,-4.677473
146434262,-3.094365,-7.911947,-4.458329
146434272,-2.962639,-7.879614,-3.727848
146434282,-3.205734,-7.467671,-3.756588
146434292,-3.622467,-7.211404,-3.942202
146434302,-4.008065,-7.089258,-3.743416
146434312,-4.094286,-6.947952,-3.69791
146434322,-3.661985,-6.740782,-3.714675
146434332,-3.236869,-6.792275,-4.149371
146434342,-3.042872,-6.989864,-4.555327
146434352,-3.190166,-6.915619,-4.57808
146434362,-3.501518,-6.913224,-4.796027
146434372,-3.72186,-7.010222,-4.91937
146434382,-3.694318,-7.250922,-5.137317
146434392,-3.517086,-7.623347,-5.22713
146434402,-3.238066,-7.785011,-5.033133
146434411,-3.217709,-7.89638,-4.681066
146434421,-3.147056,-8.000563,-4.652326
146434431,-3.124303,-7.673643,-4.511019
146434441,-3.041675,-7.743098,-4.678671
146434451,-3.032095,-7.70837,-4.483477
146434461,-3.1255,-7.721543,-4.520599
146434471,-3.069217,-7.678433,-4.410429
146434481,-3.124303,-7.579039,-4.330195
146434491,-3.089575,-7.668852,-4.3757
146434501,-3.119513,-7.747888,-4.273912
146434511,-3.084785,-7.69879,-4.311035
146434521,-3.02012,-7.673643,-4.282295
146434531,-3.094365,-7.558681,-4.172124
146434541,-3.045267,-7.649692,-4.3278
146434551,-2.921924,-7.532336,-4.431984
146434561,-2.877616,-7.498806,-4.495451
146434571,-2.838098,-7.440128,-4.6164
146434581,-2.943479,-7.502398,-4.712201
146434591,-2.901566,-7.856862,-4.697831
146434601,-2.884801,-8.217312,-4.812792
146434611,-2.474055,-9.309441,-5.308561
146434621,-1.991459,-8.677155,-4.302652
146434631,-2.532733,-8.26641,-4.22721
146434641,-2.647694,-7.659273,-4.425996
146434651,-2.809358,-7.231762,-3.885919
146434661,-2.815345,-6.768325,-3.682342
146434671,-2.826123,-6.743177,-3.578159
146434681,-2.859653,-6.949149,-3.824846
146434691,-2.932701,-7.255712,-3.877537
146434701,-2.914739,-7.33355,-3.997288
146434711,-2.943479,-7.606582,-4.338578
146434721,-3.03449,-7.873627,-4.785249
146434731,-3.04886,-8.040081,-4.893025
146434741,-2.927911,-8.465197,-4.744534
146434751,-2.641707,-8.371791,-4.460724
146434761,-2.615361,-8.064031,-4.705016
146434771,-2.644102,-8.038883,-4.802014
146434781,-2.642904,-8.205337,-4.756509
146434791,-2.507585,-8.214917,-4.379293
146434801,-2.408192,-8.134684,-3.909869
146434811,-2.41418,-7.92033,-3.283572
146434820,-2.605781,-7.738308,-2.790198
146434830,-2.589016,-7.522757,-2.589016
146434840,-2.955454,-7.167096,-2.792593
146434850,-2.996169,-6.819818,-2.932701
146434860,-3.221301,-6.817423,-3.438051
146434870,-3.149451,-6.730005,-3.827241
146434880,-3.193758,-6.77072,-4.464316
146434890,-3.153043,-7.076085,-4.845125
146434900,-3.178191,-7.060518,-4.543352
146434910,-3.282374,-7.286847,-4.231999
146434920,-3.483556,-7.688013,-3.985313
146434930,-3.487148,-8.296348,-3.821254
146434940,-3.388953,-9.212442,-3.047662
146434950,-3.40931,-8.436457,-1.89925
146434960,-3.618874,-7.974217,-2.829715
146434970,-3.786526,-6.975494,-3.105143
146434980,-4.293073,-5.45825,-4.26074
146434990,-4.356541,-5.481002,-5.758824
146435000,-4.344565,-6.798263,-6.347999
146435010,-3.949387,-8.58375,-6.070177
146435020,-3.363805,-9.29028,-3.12071
146435030,-3.847599,-8.952583,-1.191522
146435040,-4.409231,-8.150251,-1.590293
146435050,-4.579277,-8.238867,-3.142266
146435060,-4.009263,-6.623426,-6.031856
146435070,-4.394861,-4.96248,-2.70278
146435080,-4.551734,-4.527784,-6.585106
146435090,-4.069138,-8.091574,-10.049502
146435100,-2.366279,-8.875942,-6.692882
146435110,-2.12558,-8.754993,-6.292914
146435120,-2.499203,-11.825409,-11.391911
146435130,-2.305206,-6.965914,6.648574
146435140,-0.055085,-4.712201,6.685697
146435150,-6.423442,-3.935017,-7.129973
146435160,-5.719307,-4.447551,-8.309521
146435170,-3.008145,-2.602189,-6.929989
146435180,-2.860851,-5.445077,-9.299861
146435190,-2.887196,-9.125025,-9.093889
146435200,-2.318379,-7.432943,-3.800896
146435210,-2.4046,-7.359895,-3.822451
146435220,-1.676514,-5.817502,-6.103707
146435230,-3.397335,-2.709964,-7.361093
146435240,-4.985233,-4.243975,-8.007748
146435249,-4.049978,-5.999524,-7.33834
146435259,-3.173401,-6.835386,-6.617439
146435269,-3.09197,-6.199508,-7.183861
146435279,-3.151846,-6.44859,-6.792275
146435289,-3.424878,-7.034173,-5.485792
146435299,-3.657195,-8.469987,-5.914501
146435309,-3.787723,-8.740623,-5.143304
146435319,-3.719465,-7.686815,-5.186415
146435329,-2.974614,-6.428232,-6.120472
146435339,-2.804568,-6.158792,-6.901249
146435349,-3.244054,-6.883286,-6.106103
146435359,-3.517086,-7.831714,-4.9529
146435369,-3.308719,-9.253158,-4.495451
146435379,-1.724414,-9.001681,-6.810238
146435389,-0.914897,-7.119196,-8.0305
146435399,-1.373544,-6.071374,-8.002957
146435409,-2.355502,-5.983956,-7.662865
146435431,-2.872826,-7.03537,-6.886878
146435441,-2.913541,-8.117919,-5.684579
146435451,-3.123105,-8.970546,-5.301376
146435461,-3.367398,-8.358618,-4.410429
146435471,-3.420088,-7.678433,-6.418653
146435481,-2.652484,-3.035687,-5.23671
146435491,-2.549498,-0.831072,-4.720583
146435501,-1.699266,-3.95298,-5.83786
146435511,-0.983155,-6.545589,-3.109933
146435521,-2.14953,-9.024433,-2.862048
146435531,-3.743416,-11.364368,-3.023712
146435541,-4.837939,-12.372671,-2.460883
146435551,-5.595963,-10.879376,-1.877695
146435561,-5.696554,-8.413704,-2.512376
146435571,-5.537285,-5.971981,-4.016447
146435581,-5.348079,-4.830754,-5.336103
146435591,-5.16486,-5.615123,-5.308561
146435601,-4.784051,-7.890392,-7.256909
146435611,-5.137317,-12.189452,-12.77743
146435621,-6.280939,-13.109139,-6.531218
146435631,-7.937095,-8.188572,-4.882247
146435641,-7.220984,-4.339776,-6.230643
146435651,-5.334906,-2.699187,-3.857179
146435661,-3.133883,-3.968547,-4.102668
146435671,-1.656156,-6.161188,-2.918331
146435681,-1.530417,-4.293073,2.957849
146435691,-2.535128,-4.475094,1.598675
146435701,-0.313748,-5.194797,2.697989
146435711,1.25499,-6.631809,3.573369
146435720,1.984274,-9.359736,1.171164
146435730,1.948348,-10.956017,0.247885
146435740,0.275427,-11.609858,0.161664
146435750,-1.916016,-11.160791,-0.520917
146435760,-3.099155,-9.897418,-1.407074
146435770,-3.059638,-8.533455,-2.488425
146435780,-2.056124,-7.871232,-2.076482
146435790,-1.19272,-7.883207,-2.544708
146435800,-1.25978,-8.171806,-3.456013
146435810,-1.726809,-8.562195,-3.268004
146435820,-2.302811,-9.404044,-2.753075
146435830,-2.628534,-10.778786,-2.354304
146435840,-2.681224,-11.643388,-1.950743
146435850,-2.293231,-11.98827,-1.677711
146435860,-2.644102,-11.062595,-1.651366
146435870,-3.271597,-9.292676,-0.907712
146435880,-4.043991,-7.979008,-2.142345
146435890,-4.675078,-7.071295,-2.100432
146435900,-4.521797,-7.34792,-2.715952
146435910,-4.350553,-8.058044,-2.531536
146435920,-4.34696,-8.18977,-2.19743
146435930,-4.06315,-7.872429,-2.408192
146435940,-4.145779,-7.212601,-3.154241
146435953,-4.181704,-6.946754,-3.760181
146435963,-4.060756,-6.69887,-3.921845
146435973,-3.780538,-6.763535,-3.713478
146435983,-3.291954,-7.307205,-3.537444
146435993,-2.602189,-7.860454,-3.099155
146436003,-2.259701,-7.640112,-2.991379
146436013,-2.028582,-7.228169,-2.996169
146436023,-2.250121,-6.300099,-3.206931
146436033,-2.511178,-6.185138,-4.095483
146436043,-2.896776,-7.084468,-3.666775
146436053,-2.914739,-8.174202,-1.83219
146436063,-3.047662,-8.110734,-1.722019
146436073,-3.016527,-7.67005,-2.885998
146436083,-2.555486,-7.538324,-3.228486
146436093,-2.865641,-7.480843,-3.245251
146436103,-3.263214,-8.058044,-3.160228
146436113,-3.136278,-8.570578,-2.918331
146436123,-3.065625,-8.98731,-2.754272
146436133,-2.980602,-9.225615,-2.503993
146436143,-2.811753,-9.029223,-2.675237
146436153,-2.942281,-8.465197,-3.175796
146436163,-3.148253,-7.928712,-3.467988
146436173,-3.262017,-7.917934,-3.839216
146436183,-3.240461,-8.103549,-3.933819
146436193,-3.04407,-8.316706,-3.847599
146436203,-2.907554,-8.53585,-3.997288
146436213,-2.806963,-8.92025,-3.774551
146436223,-2.816543,-9.051976,-3.612887
146436233,-2.482438,-10.479408,-3.950585
146436243,-2.571054,-9.977652,-2.709964
146436253,-3.194956,-9.632769,-2.77463
146436263,-3.103945,-8.801697,-2.720742
146436273,-2.850073,-7.956255,-2.862048
146436283,-2.836901,-7.209009,-2.924319
146436293,-2.903961,-6.653364,-3.382965
146436303,-3.07281,-6.868916,-4.137396
146436313,-3.150648,-6.951544,-4.276308
146436322,-3.004552,-7.165898,-4.772077
146436332,-3.102748,-7.340735,-4.975653
146436342,-3.03449,-7.327562,-5.240303
146436352,-2.933899,-7.307205,-5.586383
146436362,-2.936294,-7.131171,-5.900131
146436372,-3.008145,-7.138356,-6.031856
146436382,-3.09676,-7.224577,-5.767207
146436392,-3.209326,-7.01142,-5.555248
146436402,-2.948269,-6.567143,-5.91929
146436412,-2.854863,-6.470145,-6.203101
146436422,-3.434458,-6.964717,-5.47262
146436432,-4.004473,-6.991062,-4.226012
146436442,-3.784131,-6.878496,-4.229605
146436452,-2.768643,-5.738467,-6.422245
146436462,-2.287244,-5.23192,-7.488029
146436472,-2.554288,-5.363646,-7.480843
146436482,-2.917134,-5.704936,-7.520361
146436492,-3.235671,-5.948031,-7.562274
146436502,-3.229684,-6.0594,-7.744296
146436512,-3.199746,-6.4438,-7.077283
146436522,-3.696713,-7.449708,-2.589016
146436532,-4.473897,-7.865244,-0.003593
146436542,-5.253475,-6.09293,-2.935097
146436552,-5.877378,-6.168373,-6.411467
146436562,-5.072651,-7.564669,-6.595884
146436572,-3.193758,-7.981402,-7.295229
146436582,-2.277664,-7.832911,-8.804091
146436592,-2.022594,-7.66047,-9.714199
146436602,-2.383045,-5.366041,-8.441246
146436612,-3.566184,-3.968547,-7.899972
146436622,-5.403164,-5.76122,-6.192323
146436632,-6.1552,-6.40069,-3.796106
146436642,-6.536008,-3.937412,-4.334985
146436652,-6.179151,-1.933978,-7.517966
146436662,-4.454736,-2.185455,-8.752599
146436672,-2.694397,-4.608017,-6.362369
146436682,-1.969904,-7.96823,-4.652326
146436692,-1.307681,-10.13692,-5.607938
146436702,-1.209485,-11.140433,-3.975732
146436712,-0.849034,-10.832673,-2.148333
146436722,-1.596281,-1.106499,-0.234712
146436732,-4.418811,1.675316,-10.859018
146436742,-6.245013,-2.017804,-10.784773
146436752,-7.03058,-8.073611,-6.794671
146436762,-6.556366,-10.215956,-3.174599
146436772,-4.974455,-11.314073,-4.095483
146436782,-2.889591,-9.43518,-4.352948
146436791,-2.214196,-6.629414,-4.548142
146436801,-3.103945,-5.399571,-5.391189
146436811,-3.878734,-6.001919,-5.046306
146436821,-4.421206,-6.892866,-3.228486
146436831,-4.2799,-8.000563,-3.079995
146436841,-3.424878,-7.971823,-3.791316
146436851,-3.002157,-7.205416,-5.048701
146436861,-3.208129,-6.647377,-5.022356
146436871,-3.876339,-7.244934,-3.435656
146436881,-4.421206,-8.788525,-1.555565
146436891,-4.669091,-9.370514,-1.896856
146436901,-4.350553,-10.441088,-1.886078
146436911,-3.481161,-6.297704,0.428708
146436921,-2.73631,-5.965994,-10.333312
146436931,-4.550537,-2.992577,-12.388239
146436941,-5.603148,-1.545985,-8.780142
146436951,-5.673801,-6.283334,-8.158634
146436961,-5.204378,-8.883127,-3.818859
146436971,-4.490662,-10.39199,-2.851271
146436981,-3.520679,-9.872271,-3.525469
146436991,-2.664459,-8.137079,-4.665498
146437011,-2.375859,-6.262976,-4.149371
146437021,-2.729125,-5.827083,-2.524351
146437031,-3.297942,-7.321575,-2.290836
146437041,-2.975812,-8.600515,-2.17827
146437051,-2.512376,-8.321495,-1.083746
146437061,-2.422562,-8.04487,-1.635798
146437071,-2.591411,-10.660232,-3.72186
146437081,-2.71715,-8.527467,-0.25028
146437091,-3.028502,-8.381371,-2.198628
146437101,-2.76984,-6.854546,-3.621269
146437111,-2.777025,-6.051017,-5.088219
146437121,-2.846481,-6.71324,-5.672604
146437130,-2.859653,-7.60299,-5.283413
146437140,-3.064427,-9.211246,-4.440366
146437150,-2.932701,-9.563313,-3.041675
146437160,-2.639312,-9.748927,-3.129093
146437170,-2.635719,-9.904603,-4.076323
146437180,-2.494413,-9.239985,-4.094286
146437190,-2.271676,-8.020921,-4.491859
146437200,-2.105222,-7.204219,-5.223537
146437210,-2.284849,-6.989864,-5.514533
146437220,-2.41897,-6.980284,-5.20797
146437230,-2.632127,-7.288044,-4.830754
